ID,PlayerName,Rating,Club,Nation,NationTop,Card,League,LeagueTop,SkillMoves,WeakFoot,StrongFoot,Position,WorkRateAtk,WorkRateDef,HeightCm,HeightIn,WeightKg,WeightLb,Popularity,IGS_base,IGS_total,Reputation,BodyType,DOB,DateAdded,PAC,Acceleration,SprintSpeed,SHO,Positioning,Finishing,ShotPower,LongShots,Volleys,Penalties,PAS,Vision,Crossing,FKAccuracy,ShortPassing,LongPassing,Curve,DRI,Agility,Balance,Reactions,BallControl,Dribbling,Composure,DEF,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,PHY,Jumping,Stamina,Strength,Aggression,GK_DIVING,GK_Diving,GK_HANDLING,GK_Handling,GK_KICKING,GK_Kicking,GK_REFLEXES,GK_Reflexes,GK_SPEED,GK_Acceleration,GK_SprintSpeed,GK_POSITIONING,GK_Positioning,isGK,PlayerURL
14734,Ben Voll,61,Viktoria Köln,Germany,Germany,fut23 bronze rare,GER 3,OTHER,1,3,Right,GK,M,M,195,77,85,187,2,332,551,1,High&Average,2000-12-09,2022-09-21,63,24,25,61,6,9,45,8,7,7,60,29,8,11,24,18,11,66,27,20,46,14,11,29,24,4,11,5,12,10,58,22,21,67,20,63.0,63.0,61.0,61.0,60.0,60.0,66.0,66.0,24.0,24.0,25.0,58.0,58.0,True,https://www.futbin.com/23/player/35639
14736,Jakob Odehnal,61,SCR Altach,Austria,Other,fut23 bronze common,AUT 1,OTHER,1,2,Right,GK,M,M,195,77,85,187,1,334,641,1,High&Average,2001-08-10,2022-09-21,63,29,35,60,9,8,43,9,7,19,57,24,12,12,21,18,14,63,28,36,50,12,16,33,31,13,12,8,12,11,60,57,18,52,23,63.0,63.0,60.0,60.0,57.0,57.0,63.0,63.0,31.0,29.0,35.0,60.0,60.0,True,https://www.futbin.com/23/player/35700
14737,Jordy Schelfhout,61,KV Oostende,Belgium,Other,fut23 bronze common,BEL 1,OTHER,1,3,Left,GK,M,M,183,72,79,174,0,334,649,1,Average,2001-01-19,2022-09-21,64,33,28,58,8,6,44,9,8,15,59,35,10,10,27,25,13,64,32,45,55,10,7,35,31,14,12,6,14,11,58,59,17,38,23,64.0,64.0,58.0,58.0,59.0,59.0,64.0,64.0,31.0,33.0,28.0,58.0,58.0,True,https://www.futbin.com/23/player/35728
14739,Dominique Youfeigane,61,EA Guingamp,France,France,fut23 bronze common,FRA 2,OTHER,1,2,Right,GK,M,M,188,74,84,185,0,339,632,1,High&Average,2000-02-07,2022-09-21,63,42,37,61,6,6,43,7,5,15,57,19,12,10,27,16,11,62,38,27,54,15,7,37,40,14,14,6,12,10,56,36,22,59,25,63.0,63.0,61.0,61.0,57.0,57.0,62.0,62.0,40.0,42.0,37.0,56.0,56.0,True,https://www.futbin.com/23/player/35756
14740,Davy Rouyard,61,Bordeaux,France,France,fut23 bronze common,FRA 2,OTHER,1,2,Right,GK,M,M,194,76,90,198,-3,333,692,1,High&Average,1999-08-17,2022-09-21,62,22,33,62,7,6,46,8,10,15,61,38,11,13,26,24,14,63,38,56,52,17,12,32,26,10,10,8,13,10,59,55,27,56,23,62.0,62.0,62.0,62.0,61.0,61.0,63.0,63.0,26.0,22.0,33.0,59.0,59.0,True,https://www.futbin.com/23/player/35796
14755,Diego Valdés,61,Dep. Táchira,Venezuela,Other,fut23 libertadores b bronze rare,LIB,OTHER,1,2,Left,GK,M,M,183,72,78,172,0,351,844,1,Average,1993-02-12,2022-09-21,61,52,55,60,17,17,42,11,11,35,56,30,19,12,28,18,13,61,25,30,62,22,18,56,53,23,11,17,13,13,60,60,40,62,32,61.0,61.0,60.0,60.0,56.0,56.0,61.0,61.0,53.0,52.0,55.0,60.0,60.0,True,https://www.futbin.com/23/player/36084
14759,Leonardo Claros,61,Always Ready,Bolivia,Other,fut23 libertadores b bronze rare,LIB,OTHER,1,2,Right,GK,M,M,184,72,88,194,0,349,895,1,Average,1998-03-04,2022-09-21,60,55,50,59,18,17,42,14,15,23,56,40,18,19,13,13,12,60,56,67,59,18,16,50,53,17,12,15,11,12,61,65,43,68,37,60.0,60.0,59.0,59.0,56.0,56.0,60.0,60.0,53.0,55.0,50.0,61.0,61.0,True,https://www.futbin.com/23/player/36151
14769,Bernhard Unger,61,SK Rapid Wien,Austria,Other,fut23 bronze common,AUT 1,OTHER,1,2,Right,GK,M,M,190,75,83,183,1,337,729,1,High&Average,1999-04-23,2022-09-21,64,43,38,58,5,9,43,6,8,10,57,29,13,12,28,25,10,63,38,33,63,17,8,38,41,15,11,18,11,14,54,63,28,73,20,64.0,64.0,58.0,58.0,57.0,57.0,63.0,63.0,41.0,43.0,38.0,54.0,54.0,True,https://www.futbin.com/23/player/36442
14779,Kevin Dąbrowski,61,Hibernian,Poland,Other,fut23 bronze common,SPFL,OTHER,1,2,Right,GK,M,M,193,76,81,179,1,318,715,1,High&Average,1998-06-09,2022-09-21,60,19,27,58,8,9,43,9,7,15,57,48,14,13,28,23,14,63,48,34,60,14,9,36,22,12,12,9,14,11,58,65,27,59,28,60.0,60.0,58.0,58.0,57.0,57.0,63.0,63.0,22.0,19.0,27.0,58.0,58.0,True,https://www.futbin.com/23/player/36656
14786,Dragoș Balauru,61,UTA Arad,Romania,Other,fut23 bronze rare,ROM 1,OTHER,1,2,Left,GK,M,M,189,74,80,176,0,347,782,1,High&Average,1989-11-11,2022-09-21,59,56,55,54,8,10,44,9,8,15,58,45,12,12,26,28,16,67,26,34,73,18,13,41,56,15,13,9,15,14,53,43,35,67,22,59.0,59.0,54.0,54.0,58.0,58.0,67.0,67.0,56.0,56.0,55.0,53.0,53.0,True,https://www.futbin.com/23/player/36735
14790,Lautaro Amadé,61,Defensa,Argentina,Argentina,fut23 sudamericana bronze rare,SUD,OTHER,1,2,Right,GK,M,M,194,76,87,192,-1,344,769,1,High&Average,1999-12-21,2022-09-21,59,40,44,60,9,8,47,10,6,20,62,28,9,14,25,24,11,65,35,34,59,23,20,37,42,17,22,15,15,13,56,61,24,68,31,59.0,59.0,60.0,60.0,62.0,62.0,65.0,65.0,42.0,40.0,44.0,56.0,56.0,True,https://www.futbin.com/23/player/36779
14792,Dos Santos Haesler,61,Werder Bremen,Germany,Germany,fut23 bronze rare,GER 1,GER 1,1,2,Right,GK,M,M,196,77,85,187,3,333,672,1,High&Average,1999-02-10,2022-09-21,59,27,29,61,7,9,48,9,5,19,64,43,12,14,37,34,14,62,27,29,57,18,6,33,28,9,11,5,10,11,59,34,16,73,26,59.0,59.0,61.0,61.0,64.0,64.0,62.0,62.0,28.0,27.0,29.0,59.0,59.0,True,https://www.futbin.com/23/player/36796
14793,Ignacio Suárez,61,Nacional,Uruguay,Other,fut23 libertadores b bronze rare,LIB,OTHER,1,2,Right,GK,M,M,178,70,72,159,0,344,815,1,Average,2002-02-05,2022-09-21,64,38,38,58,7,8,46,8,15,18,61,40,15,15,35,35,15,63,43,62,49,15,8,48,38,14,15,8,12,12,60,68,38,55,35,64.0,64.0,58.0,58.0,61.0,61.0,63.0,63.0,38.0,38.0,38.0,60.0,60.0,True,https://www.futbin.com/23/player/36814
14822,Tomás Romero,61,LAFC,El Salvador,Other,fut23 bronze common,MLS,OTHER,1,2,Right,GK,M,M,185,73,79,174,4,331,683,1,High&Average+,2000-12-19,2022-09-21,63,28,28,59,7,7,46,6,7,17,61,39,10,13,29,34,12,61,38,49,55,19,5,26,28,13,13,5,12,11,59,59,23,55,17,63.0,63.0,59.0,59.0,61.0,61.0,61.0,61.0,28.0,28.0,28.0,59.0,59.0,True,https://www.futbin.com/23/player/37308
14839,Apostolos Tsilingiris,61,APOEL Nicosia,Greece,Other,fut23 bronze common,CYP 1,OTHER,1,1,Right,GK,M,M,190,75,83,183,-2,323,602,1,High&Average,2000-09-06,2022-09-21,60,17,29,58,7,5,47,6,6,13,62,35,13,13,17,23,13,60,21,21,60,19,6,27,22,13,14,7,14,13,61,38,25,59,21,60.0,60.0,58.0,58.0,62.0,62.0,60.0,60.0,22.0,17.0,29.0,61.0,61.0,True,https://www.futbin.com/23/player/37598
14844,Niklas Sauter,61,SC Freiburg II,Germany,Germany,fut23 bronze rare,GER 3,OTHER,1,2,Right,GK,M,M,183,72,79,174,1,325,650,1,Average,2003-04-06,2022-09-21,64,28,26,58,9,8,42,8,7,14,56,28,13,11,22,20,12,66,32,29,58,13,8,30,27,9,11,8,13,12,54,75,27,55,22,64.0,64.0,58.0,58.0,56.0,56.0,66.0,66.0,27.0,28.0,26.0,54.0,54.0,True,https://www.futbin.com/23/player/37703
14847,Lasse Rieß,61,1. FSV Mainz 05,Germany,Germany,fut23 bronze common,GER 1,GER 1,1,3,Right,GK,M,M,192,76,88,194,1,336,650,1,High&Average,2001-07-27,2022-09-21,63,31,29,61,8,9,43,8,5,16,57,34,10,11,27,26,13,64,33,25,48,14,9,39,30,14,13,8,13,13,61,38,21,64,28,63.0,63.0,61.0,61.0,57.0,57.0,64.0,64.0,30.0,31.0,29.0,61.0,61.0,True,https://www.futbin.com/23/player/37734
14849,Pedro Teixeira,61,Marítimo,Portugal,Portugal,fut23 bronze common,POR 1,OTHER,1,2,Right,GK,M,M,192,76,76,168,-1,333,606,1,High&Average,2001-11-20,2022-09-21,62,27,29,60,7,5,44,5,9,10,59,36,10,10,22,25,12,63,32,23,50,10,7,24,28,6,13,7,11,13,61,48,28,62,21,62.0,62.0,60.0,60.0,59.0,59.0,63.0,63.0,28.0,27.0,29.0,61.0,61.0,True,https://www.futbin.com/23/player/37752
14866,Abdullah Al Jadani,61,Al Ittihad,Saudi Arabia,Other,fut23 bronze common,SAU 1,OTHER,1,3,Right,GK,M,M,180,71,79,174,1,349,898,1,Lean,1991-10-06,2022-09-21,64,49,50,57,13,16,43,14,19,22,57,48,14,15,33,28,18,63,47,67,60,18,15,49,49,18,15,14,16,15,59,56,42,49,35,64.0,64.0,57.0,57.0,57.0,57.0,63.0,63.0,49.0,49.0,50.0,59.0,59.0,True,https://www.futbin.com/23/player/38000
14867,Lewis Ward,61,Sutton United,England,England,fut23 bronze common,ENG 4,OTHER,1,2,Right,GK,M,M,195,77,81,179,1,350,854,1,High&Average+,1997-03-05,2022-09-21,61,46,44,59,14,15,46,19,15,19,61,33,16,17,44,24,16,62,41,47,56,27,19,29,45,23,16,14,19,12,62,58,38,51,36,61.0,61.0,59.0,59.0,61.0,61.0,62.0,62.0,45.0,46.0,44.0,62.0,62.0,True,https://www.futbin.com/23/player/38048
14875,Raphael Koczor,61,Rot-Weiss Essen,Germany,Germany,fut23 bronze common,GER 3,OTHER,1,2,Right,GK,M,M,194,76,78,172,1,345,975,1,High&Average+,1989-01-17,2022-09-22,60,45,48,59,16,10,43,19,15,17,57,39,30,28,49,40,29,61,59,37,59,31,20,37,46,12,29,11,15,20,62,65,45,74,33,60.0,60.0,59.0,59.0,57.0,57.0,61.0,61.0,46.0,45.0,48.0,62.0,62.0,True,https://www.futbin.com/23/player/44359
14879,Richard Sánchez,61,LA Galaxy,Mexico,Other,fut23 bronze common,MLS,OTHER,1,2,Right,GK,M,M,191,75,88,194,0,348,810,1,High&Average+,1994-04-05,2022-09-22,62,43,43,61,17,20,46,19,14,30,61,42,16,18,32,34,13,61,39,27,52,26,13,43,43,17,12,11,9,10,60,54,29,58,23,62.0,62.0,61.0,61.0,61.0,61.0,61.0,61.0,43.0,43.0,43.0,60.0,60.0,True,https://www.futbin.com/23/player/44460
14881,Adam Smith,61,Morecambe,England,England,fut23 bronze common,ENG 3,OTHER,1,2,Right,GK,M,M,188,74,70,154,0,322,723,1,High&Average+,1992-11-23,2022-09-22,61,24,20,56,11,12,45,17,12,23,60,39,14,19,33,34,18,62,38,32,58,22,16,44,22,16,19,15,16,14,61,44,29,25,14,61.0,61.0,56.0,56.0,60.0,60.0,62.0,62.0,22.0,24.0,20.0,61.0,61.0,True,https://www.futbin.com/23/player/44471
14883,Max Crocombe,61,Grimsby Town,New Zealand,Other,fut23 bronze common,ENG 4,OTHER,1,2,Right,GK,M,M,194,76,88,194,2,347,919,1,High&Average,1993-08-12,2022-09-22,62,46,49,60,12,14,44,19,20,21,59,34,24,21,34,33,19,62,54,42,58,21,16,44,47,25,23,10,21,21,57,57,38,58,41,62.0,62.0,60.0,60.0,59.0,59.0,62.0,62.0,47.0,46.0,49.0,57.0,57.0,True,https://www.futbin.com/23/player/44535
14886,Julien Fabri,61,SC Bastia,France,France,fut23 bronze common,FRA 2,OTHER,1,3,Right,GK,M,M,184,72,80,176,1,350,857,1,Average,1994-02-05,2022-09-22,60,49,54,61,17,17,44,14,13,20,58,20,14,17,26,27,17,60,34,60,63,22,18,58,51,23,18,11,14,20,60,61,20,60,26,60.0,60.0,61.0,61.0,58.0,58.0,60.0,60.0,51.0,49.0,54.0,60.0,60.0,True,https://www.futbin.com/23/player/44613
14890,Ivan Konovalov,61,Livingston,Russia,Other,fut23 bronze rare,SPFL,OTHER,1,2,Right,GK,M,M,191,75,82,181,0,321,629,1,High&Average,1994-08-18,2022-09-22,56,22,20,59,14,16,41,16,15,21,55,21,13,20,18,19,13,64,25,20,56,17,19,17,21,11,13,12,16,16,66,48,23,48,19,56.0,56.0,59.0,59.0,55.0,55.0,64.0,64.0,21.0,22.0,20.0,66.0,66.0,True,https://www.futbin.com/23/player/44756
14892,Pil Soo Choe,61,Seongnam FC,Korea Republic,Other,fut23 bronze common,KOR 1,OTHER,1,3,Left,GK,M,M,190,75,80,176,0,340,815,1,High&Average,1991-06-20,2022-09-22,58,47,40,59,16,14,41,15,14,23,55,47,16,14,23,23,17,60,33,39,56,19,16,57,44,16,11,13,17,14,64,59,15,81,19,58.0,58.0,59.0,59.0,55.0,55.0,60.0,60.0,44.0,47.0,40.0,64.0,64.0,True,https://www.futbin.com/23/player/44817
14905,Tomas Gomez,61,Real Salt Lake,United States,Other,fut23 bronze common,MLS,OTHER,1,2,Right,GK,M,M,188,74,86,190,0,355,796,1,High&Average,1993-05-20,2022-09-22,60,47,42,61,16,11,51,12,15,24,68,20,18,17,21,19,18,59,39,47,49,12,20,28,45,24,11,20,19,12,62,53,37,76,18,60.0,60.0,61.0,61.0,68.0,68.0,59.0,59.0,45.0,47.0,42.0,62.0,62.0,True,https://www.futbin.com/23/player/44968
14937,Brian Maher,61,Derry City,Republic of Ireland,Other,fut23 bronze common,IRL 1,OTHER,1,3,Right,GK,M,M,185,73,78,172,2,352,864,1,High&Average,2000-11-01,2022-09-22,61,50,47,61,10,10,45,12,12,16,60,62,13,11,40,36,14,61,51,52,57,26,24,36,49,15,7,20,17,15,60,58,37,40,31,61.0,61.0,61.0,61.0,60.0,60.0,61.0,61.0,49.0,50.0,47.0,60.0,60.0,True,https://www.futbin.com/23/player/45449
14955,Mads Kikkenborg,61,Lyngby BK,Denmark,Other,fut23 bronze rare,DEN 1,OTHER,1,2,Right,GK,M,M,197,78,93,205,-1,337,705,1,High&Average,1999-10-07,2022-09-22,62,30,28,58,6,9,49,9,10,15,65,50,16,11,26,23,11,63,34,44,55,17,11,28,29,9,12,12,12,12,60,49,26,67,24,62.0,62.0,58.0,58.0,65.0,65.0,63.0,63.0,29.0,30.0,28.0,60.0,60.0,True,https://www.futbin.com/23/player/45656
14988,Jakob Tånnander,61,HJK Helsinki,Sweden,Other,fut23 bronze common,FIN 1,OTHER,1,3,Left,GK,M,M,191,75,80,176,-1,353,730,1,High&Average,2000-08-10,2022-09-22,63,55,45,59,4,7,43,8,5,14,57,45,10,14,25,28,13,62,48,40,52,12,8,47,51,7,12,6,10,10,61,51,21,51,39,63.0,63.0,59.0,59.0,57.0,57.0,62.0,62.0,51.0,55.0,45.0,61.0,61.0,True,https://www.futbin.com/23/player/46049
14990,Fabrizio Correa,61,River Plate Montevideo,Uruguay,Other,fut23 sudamericana bronze rare,SUD,OTHER,1,2,Right,GK,M,M,190,75,95,209,0,321,564,1,High&Average,2001-01-18,2022-09-22,59,29,15,65,8,5,39,7,8,10,52,24,14,12,21,19,13,59,24,36,49,11,7,29,23,8,14,9,10,10,63,41,17,57,18,59.0,59.0,65.0,65.0,52.0,52.0,59.0,59.0,23.0,29.0,15.0,63.0,63.0,True,https://www.futbin.com/23/player/46065
14998,George Micle,61,FC Argeș,Romania,Other,fut23 bronze common,ROM 1,OTHER,1,2,Left,GK,M,M,192,76,89,196,1,331,706,1,High&Average,2001-11-08,2022-09-22,60,30,35,58,4,5,44,9,6,14,59,31,14,11,25,27,12,61,37,56,61,11,12,31,32,11,10,6,12,13,61,67,31,53,28,60.0,60.0,58.0,58.0,59.0,59.0,61.0,61.0,32.0,30.0,35.0,61.0,61.0,True,https://www.futbin.com/23/player/46174
15046,Florian Schock,61,VfB Stuttgart,Germany,Germany,fut23 bronze rare,GER 1,GER 1,1,2,Right,GK,M,M,199,78,95,209,1,323,616,1,High&Average,2001-05-22,2022-09-22,58,26,25,59,6,9,42,8,6,11,56,30,13,13,20,16,11,62,28,29,57,11,8,30,26,14,14,8,11,12,62,38,28,76,16,58.0,58.0,59.0,59.0,56.0,56.0,62.0,62.0,26.0,26.0,25.0,62.0,62.0,True,https://www.futbin.com/23/player/46937
15049,Luis Miguel Marquines,61,Atl. Nacional,Colombia,Other,fut23 bronze common,COL 2,OTHER,1,2,Right,GK,M,M,187,74,83,183,2,330,710,1,High&Average+,2003-04-10,2022-09-22,61,35,36,57,5,7,43,6,9,12,57,28,33,13,28,20,15,64,34,33,62,18,9,23,35,15,13,8,15,12,56,42,43,60,33,61.0,61.0,57.0,57.0,57.0,57.0,64.0,64.0,35.0,35.0,36.0,56.0,56.0,True,https://www.futbin.com/23/player/46947
15052,Kayne Bonnevie,61,OL,France,France,fut23 bronze common,FRA 1,FRA 1,1,3,Left,GK,M,M,191,75,76,168,0,319,615,1,High&Average,2001-07-22,2022-09-22,62,22,17,57,7,6,44,5,6,16,58,36,12,10,17,25,11,63,28,23,58,15,8,40,20,9,10,5,10,13,59,45,20,62,35,62.0,62.0,57.0,57.0,58.0,58.0,63.0,63.0,20.0,22.0,17.0,59.0,59.0,True,https://www.futbin.com/23/player/47004
15062,Lucas Galarza,61,Always Ready,Paraguay,Other,fut23 libertadores b bronze rare,LIB,OTHER,1,2,Right,GK,M,M,185,73,85,187,-1,322,666,1,High&Average,2000-10-18,2022-09-22,61,20,15,60,5,8,47,8,9,13,62,35,13,12,16,33,13,61,28,55,55,13,15,28,18,9,12,8,15,15,60,63,20,60,23,61.0,61.0,60.0,60.0,62.0,62.0,61.0,61.0,18.0,20.0,15.0,60.0,60.0,True,https://www.futbin.com/23/player/47187
15083,Mathías Bernatene,61,Nacional,Uruguay,Other,fut23 libertadores b bronze rare,LIB,OTHER,1,3,Right,GK,M,M,186,73,80,176,1,328,733,1,High&Average+,2000-07-24,2022-09-22,60,23,41,64,4,8,44,9,9,21,59,46,17,13,29,28,15,62,22,35,65,35,13,41,30,9,12,11,9,13,53,60,24,48,29,60.0,60.0,64.0,64.0,59.0,59.0,62.0,62.0,30.0,23.0,41.0,53.0,53.0,True,https://www.futbin.com/23/player/47501
15089,Barry Lauwers,61,FC Volendam,Netherlands,Netherlands,fut23 bronze rare,NED 1,OTHER,1,3,Right,GK,M,M,187,74,76,168,1,328,572,1,High&Average,1999-11-29,2022-09-22,62,18,15,61,5,9,47,8,8,16,62,24,13,11,22,18,12,62,29,34,38,19,6,30,17,8,13,6,14,10,64,47,19,51,22,62.0,62.0,61.0,61.0,62.0,62.0,62.0,62.0,17.0,18.0,15.0,64.0,64.0,True,https://www.futbin.com/23/player/47622
15099,Gabriel Kobylak,61,Radomiak Radom,Poland,Other,fut23 bronze rare,POL 1,OTHER,1,2,Right,GK,M,M,190,75,84,185,-2,335,731,1,High&Average,2002-02-20,2022-09-22,59,32,33,59,9,9,44,10,10,18,58,44,13,13,29,32,12,63,25,25,48,19,11,38,32,14,23,11,12,12,64,41,33,67,44,59.0,59.0,59.0,59.0,58.0,58.0,63.0,63.0,32.0,32.0,33.0,64.0,64.0,True,https://www.futbin.com/23/player/47785
15116,Ionu? Gurau,61,FC U Craiova 1948,Romania,Other,fut23 bronze rare,ROM 1,OTHER,1,2,Right,GK,M,M,198,78,91,201,-1,327,612,1,High&Average,1999-03-27,2022-09-22,61,28,28,65,6,7,41,6,6,15,55,28,10,14,28,17,13,60,23,22,57,16,13,29,28,14,12,6,11,10,58,37,23,72,20,61.0,61.0,65.0,65.0,55.0,55.0,60.0,60.0,28.0,28.0,28.0,58.0,58.0,True,https://www.futbin.com/23/player/47992
15119,Shaun MacDonald,61,Cheltenham Town,England,England,fut23 bronze rare,ENG 3,OTHER,1,3,Right,GK,M,M,185,73,74,163,0,360,745,1,High&Average,1996-10-20,2022-09-22,60,53,55,60,5,8,46,8,9,15,61,36,12,12,33,38,11,63,37,48,54,19,11,24,54,8,11,5,12,10,62,64,27,54,20,60.0,60.0,60.0,60.0,61.0,61.0,63.0,63.0,54.0,53.0,55.0,62.0,62.0,True,https://www.futbin.com/23/player/48071
15141,Iker Álvarez de Eulate,61,Villarreal CF,Andorra,Other,fut23 bronze common,ESP 1,ESP 1,1,3,Right,GK,M,M,190,75,78,172,5,335,779,1,High&Average,2001-07-25,2022-09-22,59,38,29,60,6,7,47,20,10,13,63,57,20,12,28,26,12,59,43,40,59,16,8,55,34,18,10,6,14,10,60,65,35,57,18,59.0,59.0,60.0,60.0,63.0,63.0,59.0,59.0,34.0,38.0,29.0,60.0,60.0,True,https://www.futbin.com/23/player/48331
15146,Amrinder Singh,61,Odisha FC,India,Other,fut23 bronze common,IND 1,OTHER,1,1,Right,GK,M,M,186,73,80,176,0,338,851,1,High&Average,1993-05-27,2022-10-14,62,44,42,55,12,18,41,20,17,30,54,36,18,17,30,19,18,61,30,53,62,27,14,55,43,19,13,14,17,17,63,52,30,65,21,62.0,62.0,55.0,55.0,54.0,54.0,61.0,61.0,43.0,44.0,42.0,63.0,63.0,True,https://www.futbin.com/23/player/48576
15155,Richard O'Donnell,60,Rochdale,England,England,fut23 bronze common,ENG 4,OTHER,1,3,Left,GK,M,M,188,74,85,187,1,352,911,1,High&Average,1988-09-12,2022-09-21,61,54,50,60,12,19,45,11,12,14,60,45,23,11,34,40,11,60,56,51,55,33,14,47,52,16,11,10,19,19,59,65,32,73,29,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,52.0,54.0,50.0,59.0,59.0,True,https://www.futbin.com/23/player/28168
15159,Soo Hyuk Cho,60,Ulsan Hyundai,Korea Republic,Other,fut23 bronze common,KOR 1,OTHER,1,3,Right,GK,M,M,188,74,83,183,1,332,812,1,High&Average,1987-03-18,2022-09-21,60,31,37,61,13,14,45,11,13,20,60,54,12,14,12,13,18,58,69,45,57,15,13,61,33,12,15,28,14,15,60,57,21,65,18,60.0,60.0,61.0,61.0,60.0,60.0,58.0,58.0,33.0,31.0,37.0,60.0,60.0,True,https://www.futbin.com/23/player/28361
15166,Simon Thomas,60,Tromsø IL,Canada,Other,fut23 bronze common,NOR 1,OTHER,1,1,Right,GK,M,M,191,75,90,198,0,338,836,1,High&Average,1990-04-12,2022-09-21,61,42,36,60,12,14,43,14,17,20,57,42,14,14,35,35,14,61,37,52,52,23,14,40,40,18,14,18,17,15,59,54,28,68,34,61.0,61.0,60.0,60.0,57.0,57.0,61.0,61.0,40.0,42.0,36.0,59.0,59.0,True,https://www.futbin.com/23/player/29205
15187,Jingqi Fang,60,Tianjin TEDA,China PR,Other,fut23 bronze common,CHN 1,OTHER,1,3,Right,GK,M,M,188,74,76,168,1,334,783,1,High&Average,1993-01-17,2022-09-21,60,39,36,60,15,12,41,15,17,17,54,58,20,19,22,24,14,60,33,54,52,22,11,27,38,23,16,30,13,15,62,46,43,28,21,60.0,60.0,60.0,60.0,54.0,54.0,60.0,60.0,38.0,39.0,36.0,62.0,62.0,True,https://www.futbin.com/23/player/31029
15189,ZhenQiang Zhang,60,Wuhan Zall,China PR,Other,fut23 bronze common,CHN 1,OTHER,1,3,Right,GK,M,M,188,74,70,154,0,348,830,1,High&Average,1993-01-28,2022-09-21,63,50,52,52,14,12,47,17,11,23,63,34,14,14,21,25,11,64,41,64,58,18,14,27,51,21,11,10,15,19,55,65,36,68,18,63.0,63.0,52.0,52.0,63.0,63.0,64.0,64.0,51.0,50.0,52.0,55.0,55.0,True,https://www.futbin.com/23/player/31095
15190,Jack Rose,60,Sutton United,England,England,fut23 bronze common,ENG 4,OTHER,1,3,Right,GK,M,M,191,75,75,165,1,338,809,1,High&Average,1995-01-31,2022-09-21,60,41,43,58,10,14,44,18,15,29,59,42,15,19,29,39,11,60,32,35,55,20,18,49,42,15,15,11,18,19,59,54,29,45,25,60.0,60.0,58.0,58.0,59.0,59.0,60.0,60.0,42.0,41.0,43.0,59.0,59.0,True,https://www.futbin.com/23/player/31207
15192,Muslim Al Furayj,60,Al Fayha,Saudi Arabia,Other,fut23 bronze common,SAU 1,OTHER,1,3,Right,GK,M,M,188,74,80,176,0,341,854,1,High&Average+,1988-04-08,2022-09-21,61,46,44,56,15,18,43,16,19,18,57,48,19,20,23,24,17,63,33,51,57,20,11,51,45,18,13,15,20,13,59,66,35,65,16,61.0,61.0,56.0,56.0,57.0,57.0,63.0,63.0,45.0,46.0,44.0,59.0,59.0,True,https://www.futbin.com/23/player/31283
15197,Ahmad Al Ruhaili,60,Al Raed,Saudi Arabia,Other,fut23 bronze common,SAU 1,OTHER,1,3,Right,GK,M,M,189,74,85,187,1,333,783,1,High&Average,1994-10-06,2022-09-21,62,43,43,58,10,14,41,14,11,18,54,31,19,12,25,23,12,57,35,34,58,16,19,45,43,18,17,17,19,11,59,54,33,73,18,62.0,62.0,58.0,58.0,54.0,54.0,57.0,57.0,43.0,43.0,43.0,59.0,59.0,True,https://www.futbin.com/23/player/31528
15204,Guoming Wang,60,Henan Jianye,China PR,Other,fut23 bronze common,CHN 1,OTHER,1,1,Right,GK,M,M,187,74,81,179,0,348,867,1,High&Average,1990-02-02,2022-09-21,62,48,49,58,19,12,42,15,18,20,56,32,20,17,31,21,20,63,30,62,47,21,15,28,48,18,19,16,12,18,61,74,37,72,34,62.0,62.0,58.0,58.0,56.0,56.0,63.0,63.0,48.0,48.0,49.0,61.0,61.0,True,https://www.futbin.com/23/player/31782
15210,Louis Jones,60,Doncaster,England,England,fut23 bronze common,ENG 4,OTHER,1,3,Right,GK,M,M,185,73,74,163,0,334,853,1,High&Average,1998-10-12,2022-09-21,58,39,41,59,16,15,44,14,15,42,58,35,31,13,41,32,12,60,33,47,56,20,12,30,40,20,23,18,21,22,59,53,26,57,25,58.0,58.0,59.0,59.0,58.0,58.0,60.0,60.0,40.0,39.0,41.0,59.0,59.0,True,https://www.futbin.com/23/player/32020
15211,Tim Wiesner,60,SC Verl,Germany,Germany,fut23 bronze common,GER 3,OTHER,1,3,Right,GK,M,M,192,76,87,192,1,330,746,1,High&Average,1996-11-21,2022-09-21,62,36,34,59,12,13,43,15,14,20,57,31,12,16,22,20,18,60,39,35,55,20,12,30,35,14,16,18,15,14,57,57,23,66,26,62.0,62.0,59.0,59.0,57.0,57.0,60.0,60.0,35.0,36.0,34.0,57.0,57.0,True,https://www.futbin.com/23/player/32048
15213,Lewis Thomas,60,Forest Green,Wales,Other,fut23 bronze rare,ENG 3,OTHER,1,3,Right,GK,M,M,185,73,70,154,-1,356,840,1,High&Average+,1997-09-20,2022-09-21,60,59,55,59,19,10,44,14,14,26,58,40,14,12,35,43,13,63,40,60,50,20,15,35,57,21,14,15,13,10,59,54,20,45,30,60.0,60.0,59.0,59.0,58.0,58.0,63.0,63.0,57.0,59.0,55.0,59.0,59.0,True,https://www.futbin.com/23/player/32056
